tranche zincid SMILES
H25M100 ZINCp400000MJYNS CCC(=O)NCC(=O)N[C@@H](C)[C@@H](CO)NC(=O)Cc1ccc(O)nc1
H29P250 ZINCtv00000mG29Q COC1(CNC(=O)[C@@H]2S[C@H]3C=C[C@H]2CC3)CCN(C(=O)Cc2csc(C)n2)CC1
H22P070 ZINCmd00000qmBOz O=C(NCCF)C1=NO[C@]2(CCN(C(=O)c3ccoc3)C2)C1
H21P270 ZINClx00000ghoba Cc1cc2c(cc1NS(=O)(=O)CCc1ccsc1)OCO2
H29P260 ZINCtw00000vEGkc COC(OC)C(=O)N1CC(F)(F)C[C@@H]1CCNC(=O)/C=C/C=C/c1ccccc1
H28P390 ZINCsJ00000g38Py CC(C)C[C@H](C)CC(=O)N[C@@H](CNC(=O)c1snnc1C(C)C)CC(F)(F)F
H26M000 ZINCq5000001sjx5 CCOC(=O)C1(C(=O)NC2CC(O)(Cn3cc(C[C@H](C)O)nn3)C2)CC1
H29P440 ZINCtO00000NhJyO COc1cc(C)nc(N(Cc2c(C)cc(Br)cc2C)C[C@H]2CCNCC2(F)F)n1
H25P400 ZINCpK00000kqyGC C[C@H](NC(=O)[C@H]1C[C@@H](C)CC(C)(C)C1)[C@@H](C)NC(=O)CC1CCCC1
H27P030 ZINCr900000DtifC Cc1cnoc1C(=O)N1CCN(C(=O)Cc2cncs2)C[C@H]1CS(C)(=O)=O
H27M100 ZINCr400000NAXDy C[C@H](C(=O)NCC1(C(N)=O)CN(C(=O)c2[nH]cnc2C#N)C1)n1cncn1
H26P360 ZINCqG000009zLlU CC(C)c1ccc(F)c(C(=O)N2CC[C@H](NC(=O)[C@@H]3CC=CCC3)C2)c1
H27P030 ZINCr900000Dtdvx Cc1cnncc1C(=O)N1CC[C@H](NC(=O)CCN2CCC(O)CC2)[C@H]1C
H29P500 ZINCtU00000tS4Pz CCCCC[C@@H](CC)C(=O)N(C)C[C@@H](C)N(C)C(=O)c1ccc(C(C)C)cc1F
H29P320 ZINCtC000001Ftk9 CC[C@@H]1CCC[C@]1(C)C(=O)NC[C@@H]1[C@H](C2CC2)CCN1C(=O)CCCOC(C)=O
H28P390 ZINCsJ00000g3a54 CC(C)C[C@H](CNC(=O)CC[C@H]1CCOC1)NC(=O)c1nc(Cl)sc1C(C)C
H27P140 ZINCrk00001S4enA CC1(S(=O)(=O)NCC[C@@H](NC(=O)C2CC(N3CC(F)C3)C2)C(F)F)CCC1
H28P250 ZINCsv000006EAMj C#Cc1cccc(C(=O)N2C[C@H](C)[C@H](NC(=O)[C@@H](F)CN(CC)CC)C2)c1Cl
H26P320 ZINCqC00000eywz0 CCCC[C@@H](C)C(=O)NC[C@@H](NC(=O)Cc1c(F)cncc1Cl)C1CC1
H23P060 ZINCnc000000L5RB CS(=O)(=O)CC1(CCNC(=O)Cc2cccc(C(N)=O)c2)CC1
H28P060 ZINCsc00001RqCs0 Cn1nc(C(=O)N2CCN(C(=O)c3cc(CO)on3)C[C@@H]2C(C)(C)C)cc1O
H27P100 ZINCrg00001JsELt CC(C)c1ccc(C(=O)NC[C@H](O)CN(C)S(=O)(=O)CCCCN(C)C)o1
H29P350 ZINCtF00000Ueiwd Cc1ccc(Cl)cc1[C@H](NCc1c(Br)nnn1C)c1nnnn1CCCC1CC1
H19P030 ZINCj900000d9kHu Cc1noc(CCCNC(=O)N2CCCNCC2)n1
H27P190 ZINCrp00000yyMHs COC1(C(=O)N(C)C[C@H](O)CNC(=O)c2cc(Br)ccc2N)CCCCC1
H28P030 ZINCs900002Bfoze CN1CCN(C)[C@@H](C(=O)N2CCC[C@@](F)(C(=O)N(C)[C@H]3C[C@H]4CC[C@@H]3O4)C2)C1
H29P270 ZINCtx00000TfGHB C[C@@H](C(=O)N1CCC2(CCCN(C(=O)[C@@H]3CCOC(=O)CC3)C2)CC1)C(F)(F)F
H26P130 ZINCqj00000rr8kE COCCn1c(-c2occc2C)nnc1N1CC[C@H]2CS(=O)(=O)C[C@@H]2C1
H27P460 ZINCrQ000008Ctlq Cc1cc(C(=O)N2C[C@H](C)CN(C(=O)c3ccccc3Cl)[C@H](C)C2)sc1C
H25P020 ZINCp800000MJYOb CC(C(=O)N[C@@H]1C[C@H]2C[C@H]1N(C(=O)CCc1nc(O)n[nH]1)C2)=C1CC1
H28P430 ZINCsN000000ViaA Cc1nc2cc(NC(=O)C(=O)NCC3CCC4(CCCCC4)CC3)ccc2o1
H23P060 ZINCnc000000L5T5 CS(=O)(=O)CC1(CNC(=O)C(=O)NC[C@]23CCCC[C@H]2C3)CC1
H25P060 ZINCpc000015JidI C#CC[C@]1(O)C[C@@H](C(=O)NC/C=C/CC(=O)N[C@H]2C[C@H]3CC[C@@H]2O3)C1
H29P240 ZINCtu00000eU0H9 CSc1cnn(C)c1C(=O)NC[C@H]1CC2(CC2)CN1C(=O)c1ccc(F)cc1O
H27P460 ZINCrQ000008CqZz Cc1cc(C(=O)N2CC[C@@H](C)N(C(=O)C3CCC(C)(C)CC3)CC2)c(C)s1
H28P430 ZINCsN000000Vi8B Cc1nc2cc(F)ccc2cc1C(=O)N[C@H](C)c1ccc(Br)cc1OCCO
H28P290 ZINCsz00000hoPvK C=CCCOCC(=O)N1CCC(N(CC)C(=O)c2cc(CSCC)on2)CC1
H29P500 ZINCtU00000tS4Or CCCCC[C@@H](CC)C(=O)NC(CC)(CC)CCNC(=O)C#CC1CCCCC1
H27P460 ZINCrQ000008Cvfs Cc1cc(C(=O)NCCC2=CCN([C@H](C)c3ccccc3Br)CC2)ccn1
H29P150 ZINCtl00000PCHiV O=C([C@H]1CCc2ccnn2C1)N1CC[C@@H]2CN(C(=O)C3(O)CCCCCC3)C[C@@H]21
H25M000 ZINCp5000015JidU C#CC[C@]1(O)C[C@@H](C(=O)NCCCC(=O)N2C[C@H](O)C[C@@H](OC)C2)C1
H22M100 ZINCm400000qmBNK O=C(NCCCO)[C@H]1CN(C(=O)c2cccnn2)CC[C@H]1O
H25P030 ZINCp9000015JidT C#CC[C@]1(O)C[C@@H](C(=O)NC(C)(C)C(=O)N2CCC([N+](=O)[O-])CC2)C1
H27P460 ZINCrQ000012mDPP Cc1cc(CN(CC2CC(C(C)C)C2)C(=O)C[C@H]2CCCC[C@H]2F)nn1C
H27P290 ZINCrz00000xl8EZ CCC(=O)C1(C(=O)N2C[C@H]3C[C@@H](C2)[C@H](C(=O)NC/C=C/C(C)(C)C)C3)CC1
H25P240 ZINCpu00000fkgiO CCC[C@H](C)C(=O)N1CCOC[C@@H](NC(=O)c2ccnc(Cl)c2C)C1
H27P210 ZINCrr00000RvRTk Cc1[nH]nc(CN(C[C@@H]2CCC[C@H]2O)C(=O)c2cnc3c(c2)NCC3)c1C
H23P060 ZINCnc000000L8j4 CS(=O)(=O)N1CC[C@H](CNC(=O)NCc2cccc(C#N)c2)C1
H29P450 ZINCtP00000NhJzu COc1ccc(NC(=O)C23CCC(C(=O)NCCSC)(CC2)CC3)cc1C(C)C
H26P200 ZINCqq0000095ope C[C@H]1C[C@H](NC(=O)CCc2ccc(C#N)cc2)CN1C(=O)C#CC1CC1
H28P060 ZINCsc00001RseQk O=C(c1cccn2nccc12)N1CC[C@H]2C[C@]21C(=O)N1CCCc2nncn21
H25P250 ZINCpv00000QmyOM CC[C@H](CCOC)NC(=O)C[C@@H]1CN(C(=O)[C@H]2CC23CCC3)C[C@H]1C
H25P370 ZINCpH00000kqyGo C[C@@H](NC(=O)[C@@H]1C[C@H]1CNC(=O)OC(C)(C)C)c1nc(Cl)ccc1Cl
H25P310 ZINCpB00000aZZlq CCC=C(F)C(=O)N1C[C@@H](NC(=O)c2ccccc2CC)C[C@@H](F)C1
H23P060 ZINCnc000000L7iO CS(=O)(=O)N1CC(CNC(=O)[C@@]2(c3ccccc3)CCCO2)C1
H26P410 ZINCqL00000iKFmg COC(=O)c1cc(F)cc(CSCC(=O)Nc2ccc(OC)c(Cl)c2)c1
H28P160 ZINCsm00000M6CLI CCn1ccc(C(=O)NC[C@@H](O)CNC(=O)c2[nH]c3ccc(F)cc3c2Cl)n1
H28P230 ZINCst00000isZK0 C[C@H](O)C(=O)N1CC[C@](F)(CNC(=O)c2ccc(COc3ccccc3)s2)C1
H26P280 ZINCqy000004Cg4p Cn1c(Cl)cnc1C(=O)N[C@H]1CC[C@H](CNC(=O)c2cc(Br)c[nH]2)CC1
H28P250 ZINCsv000006Ey4R C#Cc1cccc(C(=O)N2CC[C@H]3CCN(C(=O)[C@H](C)COCC)[C@H]3C2)c1F
H26P060 ZINCqc00000KC5RY O=C(CC1(O)CC1)NCCN(CC1CC1)C(=O)CSc1cccc[n+]1[O-]
H24M000 ZINCo50000167GxR C[C@@H]1CN([C@H](c2nnn(C)n2)c2nnnn2C2CC2)CC[S@@](=O)C1
H28P100 ZINCsg00000FCji8 CCc1ncncc1C(=O)N1CC[C@@](O)([C@H](C)CNC(=O)C2=C(C)OCC2)C1
H27P030 ZINCr900000Dtc0D Cc1cnncc1C(=O)N1CC2(C1)[C@H](NC(=O)C=C1CCC1)CCS2(=O)=O
H29P130 ZINCtj00000qI9od CCn1c(C(=O)N[C@@H]2CN(C(=O)COc3cccc(O)c3)CC[C@H]2C)cnc1O
H19P030 ZINCj900000d9kKb Cc1noc([C@@H](C)OC(=O)c2cncn(C)c2=O)n1
H29P280 ZINCty00000CNCH3 CC[C@H]1CC[C@@H](CNC(=O)C[C@@]23CC[C@H]2CN(C(=O)c2c(O)cccc2F)C3)O1
H28P350 ZINCsF00000aqU3P CC=CCCC(=O)N1CCC[C@H]1[C@H]1CCN(C(=O)c2ccn3c2CSCC3)C1
H28P100 ZINCsg00002fTAsN Cc1ccnc(C(=O)N2CCCO[C@@H](CCNC(=O)[C@H]3CCCC[C@@H]3O)C2)n1
H28M100 ZINCs400001RseQx O=C(c1cccnc1O)N1CC2(C1)CN(C(=O)[C@]13C[C@H]1CNC3=O)C[C@@H]2CO
H26P110 ZINCqh00000KC7RC CN(C)CCCCC(=O)NCC1(CNC(=O)C2=NOCC2)CC(F)(F)C1
H29P300 ZINCtA000001eUxX CCOC(=O)c1cnc(SC)[nH]c1=NCC(CC)(CC)NC(=O)[C@H]1CC[C@H](C)O1
H29P180 ZINCto00001So1p7 CCc1ccoc1C(=O)N[C@@H](CNC(=O)c1cnc2c(c1)COC2)[C@H]1CCOC1
H28P160 ZINCsm00000M6zwP CCn1ccc(C(=O)NCC2(O)CN(C(=O)C(F)(F)c3cccc(Cl)c3)C2)n1
H23P060 ZINCnc00001A2MJ9 C[C@H](CNC(=O)Cc1cnn(C)c1)Nc1ccnc2nccn12
H27P060 ZINCrc00001JsELX CC(C)c1ccc(C(=O)N[C@H]2CN(C(=O)C3CCS(=O)CC3)C[C@H]2O)cn1
H26M000 ZINCq500000gkCsy CN1CCC(C)(C(=O)N2CC(O)(CNC(=O)[C@]3(C)CCC[C@@H]3O)C2)CC1
H28P130 ZINCsj00001dmnup COc1cnnc(C(=O)NC2(CNC(=O)[C@H]3CCC[C@@H](C(F)(F)F)O3)CC2)c1
H27P390 ZINCrJ00000tkqug COc1c(C)csc1C(=O)N1C[C@@H](C)C[C@@H](NC(=O)c2cccc(Cl)c2)C1
H21P300 ZINClA00000ghobi Cc1cc2c(cc1O)CCN(C[C@]1(O)CCCC1(C)C)C2
H29P320 ZINCtC000001FtWg CC[C@@H]1CCC[C@]1(C)C(=O)NCc1ncoc1C1CN(C(=O)CC(C)(C)OC)C1
H29P320 ZINCtC000001FuU2 CC[C@@H]1CCC[C@]1(C)C(=O)N[C@H]1CCN(C(=O)c2cncc3nc[nH]c23)[C@H](C)C1
H29P310 ZINCtB00000oxE6U Cc1oncc1C(=O)N[C@@H]1C[C@H]2C[C@H]1CN2C(=O)c1csnc1-c1ccccc1
H28P360 ZINCsG000004PPSA CC[C@](C)(OC)C(=O)NC[C@H]1CCCCN(C(=O)C2(C)C[C@@H]3CC[C@H](C2)S3)C1
H29P090 ZINCtf0000065w86 O=C(NCCCN(Cc1ccccc1)C(=O)c1ccc(=O)oc1)[C@H]1CCS1(=O)=O
H28P430 ZINCsN000009NqwA O=C(N[C@]12CCC[C@@H]1N(C(=O)[C@@H]1CCCC13CCC3)CCC2)[C@H]1CC=CCC1
H26P300 ZINCqA00000xhImb Cc1cc(C)c(NC(=O)CNS(=O)(=O)[C@@H]2C[C@H]3CC[C@H]2C32CC2)c(C)c1
H29P380 ZINCtI000019Msdh CC1CC2(C1)CC(C(=O)N1CC[C@H](C)C[C@H]1C(=O)NC[C@H]1C[C@H](CN=[N+]=[N-])C1)C2
H28P320 ZINCsC000006Xn9c CC(C)[C@](C)(CNC(=O)c1cc2c(ccn2C)[nH]1)NC(=O)[C@H]1CCC(F)(F)C1
H28P340 ZINCsE000004OcGF CC(=O)c1cccc(S(=O)(=O)N2C[C@H](O)C[C@H]2c2ccccc2C(F)(F)F)c1
H25P500 ZINCpU000010eT3q CC(C)CCCCN(Cc1cccc(Cl)n1)C[C@@H](CO)CC(C)(C)C
H29P280 ZINCty00000CNCHd CC[C@H]1CC[C@@H](CNC(=O)CCCC2(NC(=O)CCn3ccnc3C)CCC2)O1
H27P340 ZINCrE00000jsad7 CCC(=O)N(C)[C@@H](CNC(=O)[C@H](C)COc1ccccc1)c1ccccc1
H29P410 ZINCtL00000NhJzm COc1cc(C)nc(O)c1CNC(=O)c1cc(C(F)(F)F)ncc1-c1ccsc1
H25P200 ZINCpq00000m9YbF CCCCC(=O)N1CCC[C@H](C(=O)N[C@H](CC(C)C)C(=O)NC)[C@@H]1C
H27P180 ZINCro00001eRwYa CCc1ncc(C(=O)NC[C@]23C[C@H]2CN(c2ncnc(C)c2F)C3)c(C)n1
H25P070 ZINCpd000015JidB C#CC[C@]1(O)C[C@@H](C(=O)NCC(C)(C)C(=O)NCc2nc(C)ns2)C1
H26P140 ZINCqk00001RRBUa Cc1cc(C)c(C(=O)N[C@@H]2CN(C(=O)CN(C)C(N)=O)[C@H]3CCC[C@@H]23)s1
H29P150 ZINCtl00000PCFCp O=C([C@H]1CCOC2(CCOCC2)C1)N1CCN(C(=O)[C@@H](O)C2CCCCC2)CC1
H23P060 ZINCnc000000L5Jr CS(=O)(=O)C1CCC(C(=O)N[C@@H]2C[C@@H]3C[C@H](C(N)=O)C[C@H]32)CC1
H28P280 ZINCsy00000mk6GT C#Cc1cccc(C(=O)NC2CCN(C(=O)C3CCC(CO)CC3)CC2)c1Cl
H29P160 ZINCtm00001LYqoE C=C(C)C[C@@H](OC)C(=O)N1CCC2(CCC2)[C@H](CNC(=O)CNC(=O)C2CC2)C1
H26P190 ZINCqp00001RRBTR Cc1ccc(CC(=O)N[C@H]2CN(C(=O)c3cnns3)C[C@@H]2C(F)F)cc1
H26P260 ZINCqw00000FfbvT Cc1nc(CN(CC[C@@H]2CCSC2)C(=O)CC(=O)NC2CC2)ccc1F
H28P030 ZINCs900002Bfoyr CN1CCN(C)[C@H](CNC(=O)[C@]2(C)C[C@H](NC(=O)C3=C[C@]4(CCOC4)C3)C2)C1
H29P190 ZINCtp00000KOh6C CCc1nc(C)c(C(=O)NC[C@H]2[C@@H]3C[C@H]2CN3C(=O)c2nnn3ccccc23)s1
H26M000 ZINCq5000001sk9A CCOC(=O)C1(C(=O)NC[C@@H](C)CNC(=O)[C@]2(O)CCOC2)CC=CC1
H25P500 ZINCpU000010eT3y C=CCCCCCN(Cc1cccc(Cl)n1)C(=O)[C@@]12CCCC[C@@H]1C2
H27P210 ZINCrr00000RvRTg Cc1[nH]nc(CN(C[C@H]2CCC(C)(C)CO2)C(=O)[C@H](C)n2cnnn2)c1Cl
H29P110 ZINCth00001rXQqQ Cc1nc(NC(=O)C(=O)c2ccc(Cl)cc2)sc1C(=O)NC[C@@H]1CNC(=O)CO1
H28P330 ZINCsD00000ipXMM CCCCCCC(=O)N1C[C@H](C)CN(C(=O)/C=C(\F)c2ccnn2C)[C@@H](C)C1
H29P270 ZINCtx00000TfGHW C[C@H](C(=O)N1CC(C(C)(C)c2cn(C[C@H](O)c3ccc(F)cc3)nn2)C1)C(F)F
H26P150 ZINCql00001RRBTD Cc1cc(CCC(=O)N[C@H]2[C@@H](C(=O)NCc3snnc3C)C2(C)C)on1
H28P390 ZINCsJ00000g3aFo CC(C)C[C@H](CNC(=O)[C@@H](C)C(F)(F)C(F)F)NC(=O)CSc1ccccc1
H26P260 ZINCqw00000Ffbw8 Cc1nc(CN(CC[C@@H]2COC[C@H]2C)C[C@H]2CCN(C)C(=O)C2)oc1C
H24P230 ZINCot000004C3Sm CO[C@@H](CCSC)C(=O)N1CCC(Cc2ncc(C(=O)O)s2)CC1
H28P250 ZINCsv000006EzFV C#Cc1cccc(C(=O)N2C[C@@H](NC(=O)c3nocc3C3CC3)[C@H](SC)C2)c1
H29P270 ZINCtx00000TfGHr C[C@H](C(=O)CN[C@H](C[C@H]1CCCO1)c1cn(Cc2ccc(N)cc2)nn1)C1CC1
H29P150 ZINCtl00000PCHko O=C([C@H]1CCc2ccnn2C1)N1C[C@@H]2CCN(C(=O)c3cc(=O)cc(Cl)[nH]3)[C@@H]2C1
H26P430 ZINCqN00000iKFmb COC(=O)c1cc(F)c(C)c(NC(=O)[C@@H]2CCCC[C@@H]2C(F)(F)F)c1F
H29P040 ZINCta00000hixmY CCc1cn2c(n1)C[C@H](C(=O)N1CC[C@H](NC(=O)[C@@H]3COC(=O)N3)[C@@H](C)C1)CC2
H26P150 ZINCql00001mWd6b CO[C@H](C(=O)N(C)CCN(C(=O)C[C@@H](C)OC)C(C)C)C1CCOCC1
H26P360 ZINCqG000009zLlx CC(C)c1ccc(F)c(C(=O)N2CC[C@H](NC(=O)C3=CCCS3)[C@@H]2C)c1
H27P200 ZINCrq00000RvRTm Cc1[nH]nc(CN(C[C@H]2CCCOCC2)C(=O)CCn2ccc(=N)[nH]2)c1C
H28P430 ZINCsN000009Nrgj O=C(N[C@]12CCC[C@@H]1N(CCC1CCCCC1)CC2)c1ncnc2ccsc12
H19P030 ZINCj900000d9na1 NC(=O)NCC(=O)NCCc1nc2c(s1)CCCC2
H28P240 ZINCsu00000DRLiF CCn1nnnc1[C@@H](c1cnc2ccnn2c1)N1CCc2ccccc2[C@@H]1C
H29M000 ZINCt500002pFEuU Cn1nc(CNC(=O)C2(CO)CC(C)(C)C2)cc1C(=O)N[C@H](CO)C(C)(C)CO
H26P260 ZINCqw00000FfbvX Cc1nc(CN(CC[C@H]2COC(C)(C)C2)C(=O)CCn2ccnn2)cs1
H29P180 ZINCto00001So1pk CCc1cc(OC)ccc1[C@@H](c1nnnn1C[C@@H]1CCOC1)N1C[C@H](O)C[C@@H]1C
H25P170 ZINCpn00000SIptN CC[C@H]1CO[C@H](CC)CN1C(=O)CC1(OC)CN(C(=O)CCSC)C1
H28P200 ZINCsq000008xaIY CCCC[C@@H](O)C(=O)NCc1ccc2c(c1)CC[C@H]2NC(=O)Cc1csnn1
H25P160 ZINCpm00001BLwb2 C=CCC[C@H](CO)NC(=O)[C@H]1C[C@H](NC(=O)[C@@H]2CCC[C@@H](C#N)C2)C1
H29P230 ZINCtt00000xdJnp COc1ccc(Br)cc1-n1cc(C2(NC(=O)c3c(CO)n[nH]c3C)CCC2)nn1
H29P120 ZINCti00001rXQpR Cc1nc(NC(=O)CC2CN(C(=O)c3cccc4c3CC(=O)N4)C2)cnc1C#N
H28P160 ZINCsm00000M6Edi CCn1ccc(C(=O)NC[C@@H]2C[C@H]2NC(=O)CC[C@@H]2CC(C)(C)CO2)cc1=O
H25P070 ZINCpd000015MC3u C=COCCCNC(=O)[C@@]1(C)C[C@H](O)CN1C(=O)CC1=CCOCC1
H28P160 ZINCsm00000M6Fz3 CCn1ccc(C(=O)NC[C@H](NC(=O)c2conc2[C@@H]2CCCO2)C2CC2)n1
H29P340 ZINCtE00000r82sb CC1(CC(=O)NC[C@H]2CC[C@@H](NC(=O)CSC3=CC=C(F)C=C3F)C2)CCCO1
H27P460 ZINCrQ000008CryI Cc1cc(C(=O)N2CC[C@@H]2c2cn(-c3ccc(Cl)nc3)nn2)cc(Cl)c1Br
H24P240 ZINCou00000otoaZ CCN(CC)C(=O)CNC(=O)Nc1cnc(OCC(C)C)c(C)c1
H29P350 ZINCtF00000Ueiwv Cc1ccc(Cl)cc1CN(C[C@H]1OCc2ccccc21)C(=O)[C@@H]([C@H](C)O)N(C)C
H25P280 ZINCpy00000QmyP0 CC[C@@H](CCOC)NC(=O)[C@H]1CC2(CCN1C(=O)CCCSC)CC2
H26P310 ZINCqB00000xhIlH CC1(C)CCCN(C(=O)c2ncc(C(F)F)s2)[C@@H]1CNC(=O)CCC#N
H28P280 ZINCsy00000mk6GM CCc1cccc(C(=O)N[C@]2(C)CCN(C(=O)[C@@H](C)N(C)CC(F)(F)F)C2)c1
H27P140 ZINCrk00001S4eol CC1(S(=O)(=O)N[C@H]2C[C@H]3C[C@@H]2N(C(=O)Cc2cccc4c2OCO4)C3)CC1
H28P180 ZINCso0000121UMT O=C(N[C@H]1CN(C(=O)c2ncc3n2CCCC3)C[C@H]1C1CC1)c1ccncc1
H27M000 ZINCr500000NARVM CCN1CCOC[C@@H]1C(=O)N1C[C@@H](NC(=O)CCc2cscn2)C[C@H]1CO
H22M000 ZINCm500000qmBNT O=C(NCCCO)[C@@H]1COCCN1c1ncc2[nH]ncc2n1
H28P050 ZINCsb00001RseQ8 O=C(c1cccn2c(CO)nnc12)N1CC(c2cn(Cc3nccs3)nn2)C1
H23P060 ZINCnc000000L66y CS(=O)(=O)CCCCNC(=O)N1CCOC[C@@H]1C[C@@H]1CCOC1
H26M000 ZINCq5000001slsX CCOC(=O)C1(C(=O)NC[C@]2(C)CCN(C(=O)[C@@H]3CCS3(=O)=O)C2)CC1
H29P240 ZINCtu00000eU2yt CSc1cnn(C)c1C(=O)N[C@H]1CCC[C@H](NC(=O)C2(c3cccnc3)CC2)C1
H29P270 ZINCtx00000TfGHY C[C@@H](CO)n1cc(CCCCCCCNC(=O)COc2c(F)cccc2F)nn1
H28P220 ZINCss00000qGBrl CCC[C@H](CC(=O)NC[C@@H](C)CN1CCCC1)NC(=O)c1ncnc(C)c1C
H28P320 ZINCsC000006Xml7 CC(C)[C@](C)(CNC(=O)c1cc(-c2ccccc2)[nH]n1)NC(=O)CSC1CC1
H27P220 ZINCrs000004oozX O=C(COc1cccc(Oc2ccccn2)c1)NCc1cc(C(=O)O)no1
H28P430 ZINCsN000000VleC Cc1ncc([N+](=O)[O-])cc1C(=O)N[C@@H](C)c1sc(-c2ccccc2F)nc1C
H29P190 ZINCtp00000KOeLl CCc1nc(C)c(C(=O)NC[C@@H]2C[C@@H](NC(=O)c3cnc4sccn34)CCO2)o1
H29P040 ZINCta00000hinQ5 CCc1cccc(C(=O)N[C@H]2CC[C@H](CNC(=O)CN3CCNC(=O)C3)CC2)n1
H24P350 ZINCoF00000aI4K3 CC#CCCC(=O)NC[C@@H]1[C@@H](C)CCN1C(=O)CCCCCCC
H26M000 ZINCq500000gkyei CN1CCC(C(=O)NC[C@H]2[C@@H]3CN(C(=O)[C@@H]4CCCS4(=O)=O)C[C@H]23)CC1
H27P030 ZINCr900000DtdZQ Cc1cnncc1C(=O)N1C[C@@H]2CN(C(=O)c3[nH]c(O)nc3C)C[C@]2(C)C1
H29P430 ZINCtN00000NhJyn COc1cc(C)nc(N2C[C@H]3CC[C@H]2CN3Cc2ccc(-c3ccccc3)s2)n1
H29P400 ZINCtK00000DQf8s Cc1cnn([C@H](C)C(=O)N(Cc2ccc3cncn3c2)C[C@@H]2CCC3(CC3)C2)c1
H28P430 ZINCsN000000VmsR Cc1nccn1Cc1ccc(N[C@@H](C)c2ccc(OCCN(C)C)cc2)cc1
H25P130 ZINCpj00000SIptR CC[C@H]1CO[C@H](CC)CN1C(=O)CCCCNC(=O)COCCOC
H29P320 ZINCtC000001FvQc CC[C@@H]1CC[C@@H](C(=O)N2CCC(CCOC)(NC(=O)C3CC(C)(CC)C3)CC2)O1
H26P420 ZINCqM00000iKFm9 COC(=O)c1cc(F)c(C)c(N[C@H](C)c2cc([N+](=O)[O-])ccc2F)c1F
H28P280 ZINCsy00000mk6GO C#Cc1cccc(C(=O)NC2CC(F)(CNC(=O)C(C)(C)c3cncs3)C2)c1
H22P060 ZINCmc00000qmBOc O=C(NCCF)c1ccc(CCC(=O)N2CCO[C@@H]3C[C@@H]32)[nH]1
H28P010 ZINCs700001RseQ6 O=C(c1ccc(N2CCN(C(=O)[C@@H]3C[C@H]3Cl)CC2)nc1)N1CCO[C@H](CO)C1
H28P350 ZINCsF000000VQIl CC(C)(CF)C(=O)N1CC[C@]2(CCCC[C@@H]2NC(=O)[C@@H]2Cc3ccccc32)C1
H28P230 ZINCst00000isYET CCC[C@H](C(=O)NCC1CN(C(=O)[C@@H]2CCCNC2=O)C1)c1ccc(Cl)cc1
H25P310 ZINCpB00000aZZkx CCC=C(F)C(=O)N1C[C@@H](NC(=O)c2cc(OC)cs2)C2(CCC2)C1
H27P070 ZINCrd00000lDuMl COCC(=O)N1C2CCC1(CNC(=O)c1cn3c(n1)C[C@@H](OC)CC3)CC2
H28P430 ZINCsN000000VmTx Cc1ncsc1-c1ccc(CNC(=O)c2ccccc2NC(=O)C2CC2)cc1
H23P100 ZINCng00001A2MJ4 C[C@@H](CNC(=O)Cc1cnccn1)CNC(=O)[C@H]1CCC[C@H]1F
H28P340 ZINCsE000004Odg5 CC(C)(C)C(=O)N1CCC(NC(=O)[C@@H](CCCO)Cc2cccc(Cl)c2)CC1
H29P380 ZINCtI000019MsdO CC1(C)C2CCC1(NC(=O)CC1CCN(C(=O)c3cnc(C4CC4)o3)CC1)CC2
H26M000 ZINCq500000gkAWM CN1CCC(C(=O)N[C@H]2CCN(C(=O)[C@]3(C#N)CCCO3)C[C@@H]2O)CC1
H27P330 ZINCrD00000rSZTl CC(C)(C#N)c1cc(C(=O)NCCOc2c[nH]c3nccc-3c2)ccc1F
H28P270 ZINCsx00000vkq9u C=CCOCCN(Cc1cccc2nn(C)cc12)C(=O)C1C[C@H]2COC[C@@H]2C1
H29P380 ZINCtI000019MsdY Cc1cc2c(cc1NC(=O)N(Cc1nc(Br)cn1C)C[C@H]1CCCCO1)OCO2
H24P180 ZINCoo00000FxMbU CCC[C@@H]1C[C@H](C(=O)NC[C@@H](C)CCNS(=O)(=O)C(F)F)CCO1
H22P050 ZINCmb00000qmBOD O=C(NCCF)[C@@]1(O)CCN(Cc2c[nH]c3ccncc23)C1
H28P400 ZINCsK00000gXPfl Cc1nnsc1C(=O)N(Cc1oc2ccccc2c1C)C[C@H](O)C1CCCC1
H29P130 ZINCtj00000qI3lv CCn1c(C(=O)N2[C@@H]3CN(C(=O)C[C@@](C)(O)C(F)(F)F)C[C@@H]3C[C@H]2C)cnc1O
H29P310 ZINCtB00000oxE6w Cc1oc([N+](=O)[O-])cc1C(=O)N(C)CC[C@@H](C)NC(=O)c1ccc(F)c(F)c1F
H27P350 ZINCrF00000jsacX CC(C(=O)NC[C@H](C)NC(=O)/C=C/c1c(Cl)nc2sccn12)=C1CCCC1
H29P450 ZINCtP00000NhJyA COc1cc(C)nc(Nc2cccc(F)c2C(=O)Nc2cc(I)ccc2OC)n1
H29P210 ZINCtr00000EfGkR Cc1csc(C(=O)N[C@@H]2CCN(CCCNC(=O)[C@H]3Cc4cccnc4C3)C2)c1
H27P150 ZINCrl00000RiedI C#CCC1(C(=O)N[C@H]2C[C@@H](CO)N(C(=O)c3csc([N+](=O)[O-])c3)C2)CCC1
H24P320 ZINCoC00000gZZiG CSCC(=O)N[C@@H]1CC[C@](C)(CNC(=O)C=C2CCC(C)CC2)C1
