tranche zincid SMILES
H29P370 ZINCtH00000o0UhB c1coc(-c2nc(-c3n[nH]c4c3CCCC4)n(-c3cnc4ccccc4n3)n2)c1
H25P140 ZINCpk00001BLwaY CCCC[C@H](CO)NC(=O)[C@H]1C[C@@H](NC(=O)[C@](C)(F)c2ccon2)C1
H28P310 ZINCsB0000069tto C=CC1(CC(=O)N[C@@H]2CCN(C(=O)Cc3nn(C)cc3Cl)CC2(C)C)CCC1
H28P220 ZINCss00000qGBrd C=C(C)[C@H](CC(=O)NC[C@@H](CC(C)C)C(=O)NCCc1cncn1C)OCC
H29P330 ZINCtD00000tGuix Cc1nc(NCc2cnc(C)s2)cc(=NC[C@]2(c3ccccc3)CCC(=O)N2)[nH]1
H29P120 ZINCti00001rXQqX Cc1nc[nH]c1CN1C[C@@H](O)[C@H](NC(=O)c2ccc(N3CCOCC3)c(Br)c2)C1
H27P260 ZINCrw00000PSmvD COCc1ccc(C(=O)N[C@H]2CN(c3ccc(C(C)=O)cn3)C[C@@H]2C)cc1
H27P040 ZINCra00000NATVc CCOC(=O)[C@@](C)(F)C(=O)NCC[C@H](C)CCNC(=O)C1(C(=O)NC)CC1
H27P140 ZINCrk00001S4eod CC1(S(=O)(=O)N[C@H]2CC[C@H](NC(=O)c3cc4ccncc4c(O)n3)C2)CC1
H29P220 ZINCts00000s9vf3 CC(C)C[C@H](O)c1cn([C@H](C)C(=O)NC2(C(=O)O)CC(C)(C)OC(C)(C)C2)nn1
H28P370 ZINCsH000003GZvW Cc1sc(O)nc1C(=O)NCCC[C@H](C)NC(=O)c1cnc(Cl)c2ccsc12
H29P400 ZINCtK00000DQf8J Cc1cnn([C@H](C)C(=O)N(Cc2ccnn2CCF)CC2(C)C(C)(C)C2(C)C)c1
H29P380 ZINCtI000019MsdP CC1(C)C2CCC1(NC(=O)CCCCCCc1cn(C[C@@H]3CCOC3)nn1)CC2
H29P340 ZINCtE00000r82s0 CC1=C(C(=O)NC[C@H]2CC[C@H](NC(=O)[C@@H]3C[C@H]3C3=CC=C(C)O3)CC2)SCCO1
H28P390 ZINCsJ00000g39Ah CC(C)C[C@H](CNC(=O)C1(C)COC1)NC(=O)c1sc2cccc(F)c2c1Cl
H26P300 ZINCqA00000xhImD Cc1cccc(O)c1C(=O)N1CC[C@H](CCNC(=O)C2=CCC[C@H]2C)C1
H26P090 ZINCqf00000KC25R C[C@H](C[C@@H](C)NC(=O)c1ccn2ccnc2n1)NC(=O)Cc1ccno1
H28P050 ZINCsb00002Bfoye Cn1c(CN(C[C@@H]2CCC3(CCC3)O2)C(=O)c2nnc(O)nc2O)cnc1Cl
H28P390 ZINCsJ00000g3awx CC(C)C[C@H](CNC(=O)Cc1ccc(F)cc1Cl)NC(=O)[C@@](C)(F)C(F)(F)F
H29P130 ZINCtj00000qI9rB CCn1c(C(=O)N[C@@H]2CN(C(=O)[C@@H]3CC(F)(F)CCC3(C)C)C[C@@H]2O)cnc1O
H28P430 ZINCsN00000nIM9D C[C@H](C(=O)N1CCCC[C@H]1CNC(=O)C1CC(C(C)(C)C)C1)c1ccccc1
H28P130 ZINCsj00001dmnuO COc1cnnc(C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3C(=O)CCc2ncco2)c1
H29P340 ZINCtE00000r82s6 CC1=C(C(=O)NC[C@H]2CC[C@H](NC(=O)[C@@H]3C[C@@H]4C[C@H]3CO4)CC2)SC(C(C)C)=N1
H29P190 ZINCtp00001So1pn CCc1cc(OC)ccc1[C@H](Nc1cc(C)cc(S(N)(=O)=O)c1)c1nnnn1C
H29P420 ZINCtM00001rhai0 CC[C@](C)(CO)CN[C@](C)(c1nnnn1CCCC1CC1)[C@@H](C)C1CCCCC1
H28M000 ZINCs500001RqCsa Cn1nc(C(=O)N2CCN(C(=O)Cc3ccco3)[C@@H](CCO)C2)cc1C(N)=O
H28P370 ZINCsH000003GZol Cc1sc(O)nc1C(=O)NCCCCCNC(=O)[C@@H](C)Cc1ccccc1Cl
H26M000 ZINCq500000gkyub CN1CCC(C(=O)NC[C@]2(NC(=O)[C@@H]3CCOC(=O)N3)CCOC2)CC1
H27P120 ZINCri00001S4enU CC1(S(=O)(=O)NC[C@@H]2CN(C(=O)CN3C[C@H]4C[C@H]4C3)CCC2(F)F)CCC1
H29P040 ZINCta00000hinF2 CCc1cccc(C(=O)N[C@@H]2CN(C(=O)[C@H](C)S(C)(=O)=O)Cc3nccn3C2)n1
H28P160 ZINCsm00000M6C7P CCn1ccc(C(=O)NCC[C@]2(O)CCN(C(=O)[C@H](O)c3ccsc3)C2)c1C
H27P140 ZINCrk00000Rie2U Cn1nccc1C(=O)NC[C@]12C[C@@H]1CN(C(=O)[C@@H]1CCCC3(CCC3)O1)C2
H29P370 ZINCtH00000o0Ui2 Cc1c(-c2cccc(CN3CCOC[C@@H](CN(C)C)C3)c2)cc(C#N)n1C(F)F
H28P240 ZINCsu00000DRLjc CCn1nnnc1[C@@H](c1cnc(OC)c(Br)c1)N(C)[C@@H]1Cc2cccnc2C1
H28P390 ZINCsJ00000g38rZ CC(C)C[C@H](C)CC(=O)N1CC(OCCNC(=O)Cc2c(Cl)cccc2Cl)C1
H29P490 ZINCtT00000tS4Oy CCCCC[C@H](C)CC(=O)NC(CC)(CC)CCNC(=O)[C@@H](C)NC(C)(C)CC
H28P370 ZINCsH000003GZqJ Cc1sc(O)nc1C(=O)NCCCC[C@@H]1CCCN(C(=O)c2csc(Cl)n2)C1
H26P120 ZINCqi00001RRBTH CC1CC(CCC(=O)N[C@H]2[C@@H](C(=O)N[C@H]3CCN(C(N)=O)C3)C2(C)C)C1
H29P130 ZINCtj00000qI1cX CCn1c(C(=O)N2CC[C@](CF)(NC(=O)[C@H]3CC[C@H](N(C)C)CC3)C2)cnc1O
H27P360 ZINCrG00000aZb6w CC(C)c1ncc(C(=O)N2CC[C@H](F)C[C@@H]2C(=O)N[C@H](C)c2ccsc2)o1
H28P160 ZINCsm00000M6FtL CCn1ccc(C(=O)NC[C@H](NC(=O)[C@@](C)(OC)C2CC2)C2CCC2)cc1=O
H28P390 ZINCsJ00000g38GK CC(C)C[C@H](C)CC(=O)NCCC1(NC(=O)c2ccc3c(Br)cnn3c2)CC1
H27P340 ZINCrE00000jsacR CCC(=O)N(C)[C@@H](CNC(=O)C1([C@@H]2CCCCO2)CCC1)c1ccccc1
H28P210 ZINCsr00000qiz31 Cc1ccccc1CC(=O)NCC(C)(C)CC(=O)N1CC[C@H](n2cncn2)C1
H29P210 ZINCtr00000EfGla Cc1csc(NC2CCN(c3nc(=N)[nH]c(=NCCO[C@@H]4CC4(F)F)[nH]3)CC2)n1
H27P250 ZINCrv00000PSmvn COCc1ccc(C(=O)NCCOCCC(=O)Nc2ccc(Cl)c(O)c2)o1
H28P070 ZINCsd00001n4KWa CCc1cnn(CC(=O)N[C@@H]2CN(C(=O)[C@H](CC)c3cccnc3)C[C@@H]2O)c1
H26M000 ZINCq5000001slPD CCOC(=O)C1(C(=O)N[C@@H]2C[C@H](C)N(C(=O)[C@H](C)NC(N)=O)C2)CCC1
H28P290 ZINCsz00000hoPC6 CCC(CC)CCC(=O)N(C)CCCCCNC(=O)c1c([N+](=O)[O-])cnn1C
H26P130 ZINCqj00001mWboh C=CCOCC(=O)NC1(CCNC(=O)CC2CCN(OCC)CC2)CC1
H29P220 ZINCts00000s9vf6 CCCC[C@@H](O)CC(=O)N1CCCC2(C1)CN(C(=O)[C@H](C1CC1)N1CCCC1)C2
H29P050 ZINCtb00002pF66S C[C@H]1CN(C(=O)[C@@H](CCC(N)=O)N(C)C)C[C@@H](C)N1C(=O)[C@@H](C)N1CCCCC1
H28P280 ZINCsy00000mk6Hh CCc1ccc(CC(=O)NC2(CN(C)C(=O)[C@@H](CCSC)OC)CC2)cc1F
H29P460 ZINCtQ000003WIKQ C[C@@H](CC1CCCCC1)C(=O)N[C@@H](CNc1ncccc1[N+](=O)[O-])C1CCCC1
H29P180 ZINCto00001So1pq CCc1cc(OC)ccc1CN(CC[C@@](C)(O)CC)Cc1cn(CC(N)=O)nn1
H29P130 ZINCtj00000qI0Uv CCn1c(C(=O)N2CC[C@H](NC(=O)c3cccc(CCN(C)C)c3)C2)cnc1O
H26P380 ZINCqI00000j20ii N#Cc1ccnc(N(C(=O)c2cc(Cl)c(Br)cc2Cl)[C@@H]2CCCNC2)n1
H25P100 ZINCpg000015Jidl C#CC[C@]1(O)C[C@@H](C(=O)N(C)CCCCC(=O)N2CC[C@H](OC)C2)C1
H29P000 ZINCt600002pF67E C[C@@H]1CN(C(=O)[C@H](Cn2cccn2)NC(=O)[C@@H](C)n2ccnn2)Cc2c[nH]nc21
H28P100 ZINCsg00000FCnUG CCc1ncncc1C(=O)N[C@@H]1C[C@@H](C)N(C(=O)c2ncc(F)c(OC)n2)C1
H28P060 ZINCsc00001RseQO O=C(c1cccnc1S)N1CC(O)([C@@H](F)C(=O)N2[C@H]3CC[C@@H]2C[C@H](CO)C3)C1
H29P090 ZINCtf0000065q9R O=C(NCCC1(O)CN(C(=O)c2ccc(F)c(Cl)c2)C1)c1ccc2nnnn2c1
H27P100 ZINCrg00001JsELN CC(C)c1ccc(C(=O)N[C@@H]2C[C@H]3C[C@@H]2N(C(=O)[C@@H]2CNC(=O)C2)C3)cn1
H29P360 ZINCtG00000FiNFo C[C@H](C(=O)NC1(CC(=O)Nc2cc(F)cc(C(F)(F)F)c2)CCC1)n1cccn1
H24P140 ZINCok00000sIMui C[C@@H](CN(C)C(=O)Cn1cncn1)C(=O)NC1CCC(C)(C)CC1
H28P360 ZINCsG0000049DfQ CCCC(=O)N[C@@H]1C[C@@H]1[C@@H]1CCCN(C(=O)CCOc2cc(C)ccc2C)C1
H29P460 ZINCtQ000003WKPZ C[C@@H](CC1CCN(C(=O)[C@@H](F)CC2CCCC2)CC1)NC(=O)CC1CC2(CC2)C1
H26P230 ZINCqt00000nPy6i Cc1conc1C(=O)NCC[C@@H]1CCN(C(=O)c2cscn2)CC1(F)F
H26P370 ZINCqH00000j20iH N#CC1CCN(C(=O)c2ccc3[nH]cc(-c4ccncc4F)c3c2)CC1
H27P120 ZINCri00001S4eo4 CC1(S(=O)(=O)NC[C@@H](O)CCNC(=O)[C@H]2CCCc3ncccc32)CCC1
H29P270 ZINCtx00000TfGHn C[C@@H](CO)CN=c1[nH]c(=NC[C@H]2C[C@H](NC(=O)OC(C)(C)C)C2)c2[nH]ccc2[nH]1
H29M000 ZINCt500002pF67d C[C@H]1CN(C(=O)[C@@H](CCOCCO)NC(=O)c2ccc(O)nc2)C12CCOCC2
H25P010 ZINCp7000015Jidy C#CC[C@]1(O)C[C@@H](C(=O)NC(C)(C)CC(=O)N2CCO[C@@H](C#N)C2)C1
H26P230 ZINCqt00000nPy6t Cc1conc1C(=O)N(C)[C@H]1CN(C(=O)C2(F)C(C)(C)C2(C)C)C[C@H]1F
H26P190 ZINCqp00001mW55b C#CCCCC(=O)N1CC2(CC(NC(=O)c3nc[nH]c3C(F)(F)F)C2)C1
H29P280 ZINCty00000CNCGX C#C[C@H]1CC[C@H](CNC(=O)[C@]2(F)CCCN(C(=O)[C@@H]([C@H](C)CC)N(C)C)C2)CC1
H26P070 ZINCqd00001UByvv N[C@H]1C[C@H](n2cc(C3(F)CC(C(=O)NCc4ncc(CO)s4)C3)nn2)C1
H23P060 ZINCnc000000L6Dq CS(=O)(=O)C[C@@H](O)CNC(=O)c1cc2cc(Br)ccc2c(=O)o1
H26P100 ZINCqg00000KC4dG CCC(=CC(=O)N(CCNC(=O)c1[nH]cnc1C)CCOCCO)CC
H24P060 ZINCoc0000065m4T Cn1cnc(C(=O)N2CC=C[C@@H](NC(=O)c3nn(C)cc3Cl)C2)c1
H29P130 ZINCtj00000qI1JP CCn1c(C(=O)N2C[C@@H](NC(=O)c3cc4c[nH]cnc-4n3)CC2(C)C)cnc1O
H28P390 ZINCsJ00000g39bi CC(C)C[C@H](C)OCCC(=O)NCCCN(C(=O)[C@@H]1C(Cl)(Cl)C12CC2)C1CC1
H26P150 ZINCql00001mW7vC O=C(c1cnc2c(c1)NCC2)N1CC(NC(=O)C2(F)[C@H]3CCCC[C@@H]32)C1
H26P190 ZINCqp00001mW9kl CCOc1cccc(CC(=O)N[C@H]2C[C@H](NC(=O)[C@H]3CC(C)(C)O3)C2)c1
H28P160 ZINCsm00000M6Bpc CCn1ccc(C(=O)NCC[C@@H]2CCCCN2C(=O)[C@H]2C[C@H](C(=O)OC)C2)n1
H29P130 ZINCtj00000qI3du CCn1c(C(=O)N2C[C@H]3[C@H](CNC(=O)CN4CCCCCC4)C[C@H]3C2)cnc1O
H29P290 ZINCtz000004JiFZ CC(C)CO[C@H](C(=O)NC[C@H](NC(=O)[C@]1(F)CCO[C@@H]1C)C1CCCC1)C(C)C
H27M000 ZINCr500000NAZtP COc1c(C(=O)N[C@H]2C[C@@H]2NC(=O)CS(=O)(=O)CC(F)(F)F)c(C)nn1C
H27P600 ZINCrV000012mDPC Cc1cc(CN(C[C@]2(C)C=CCCC2)C(=O)CCCC(C)(C)C)ncc1Cl
H22P020 ZINCm800000qmBNX O=C(NCCCO)[C@@H]1COCCN1Cc1c(O)cccc1F
H28P100 ZINCsg00000FCl0C CCc1ncncc1C(=O)NCC12CC(NC(=O)c3nnsc3C)(C1)[C@@H](C)O2
H28P250 ZINCsv000006EB35 C#Cc1cccc(C(=O)N2C[C@H](NC(=O)C3(C(C)C)CCC3)[C@H](OC)C2)c1F
H28P060 ZINCsc00002Bfoyc CN1CCN(CCC(=O)NS(=O)(=O)c2cn(C)nc2C(F)(F)F)C[C@@H]1C1CC1
H28P430 ZINCsN00000nIOgP C[C@H](C(=O)N1CCC[C@H](NC(=O)CC2(C)CCCCC2)CC1)C(F)(F)C(F)F
H29P430 ZINCtN00000NhJyY COc1cc(C)nc(N[C@@H]2CCC3(C2)CN(C(=O)CCCC[C@H]2CCSS2)C3)n1
H28P220 ZINCss00000qGBrc CCC[C@H](CC(=O)NC[C@@H](C)Cc1cn[nH]c1)NC(=O)CCN1CCCCC1
H27P500 ZINCrU000012mDPh Cc1cc(CN(Cc2cccc(C)c2CO)Cc2n[nH]c(C)c2C)sc1Cl
H27P090 ZINCrf00001JsELR CC(C)c1ccc(C(=O)N[C@H]2C[C@H](O)[C@@H](NC(=O)[C@@H]([C@H](C)O)N(C)C)C2)s1
H25P260 ZINCpw00000QmyPs CC[C@H](CCOC)NC(=O)[C@H]1C[C@@H]2CC[C@H]1N2C(=O)[C@H]1CC=CCC1
H27P200 ZINCrq00000RvRTs Cc1[nH]nc(CN(C[C@@H]2C[C@H]3C[C@H]2[C@H]2C[C@@H]23)C(=O)C2CN(C(N)=O)C2)c1Cl
H29P310 ZINCtB00000oxE6Q Cc1oncc1C(=O)N(C)[C@@H]1CN(C(=O)c2ccc(Cl)c3ncccc23)C[C@@H]1F
H24P430 ZINCoN00000ylDD4 CC(C)CNC(=O)c1n[nH]c2cc(-c3cccc(I)c3F)ccc12
H29P250 ZINCtv00000mG1m2 COC1(CNC(=O)[C@@H]2COCCC2(F)F)CN(C(=O)c2cc3cc(Cl)sc3[nH]2)C1
H29P410 ZINCtL00000NhJzf COc1cc(C#N)c(NC(=O)CC2(C)CN(Cc3ccc(Br)cc3)C2)cc1OC
H20P220 ZINCks000000nnfJ CC[C@@H](NC(=O)N(C)C[C@H](O)CF)c1ccccc1F
H26M000 ZINCq500000gky7o CN1CCC(C(=O)NC[C@H]2C[C@@](F)(CNC(=O)c3nnn(C)n3)C2)CC1
H26P290 ZINCqz00000xhIlE Cc1cc(C)c(NC(=O)c2c[nH]c3ccc(-c4nn[nH]n4)cc23)c(C)n1
H29P270 ZINCtx00000TfGH8 C[C@@H](COCC(F)(F)F)NC(=O)CCOCc1cn(C[C@](C)(F)C(C)(C)F)nn1
H26P060 ZINCqc00000KC3sn Cn1nccc1[C@@]12CC[C@@H](C1)[C@@H]2C(=O)N[C@H]1C[C@H](NC(=O)[C@H]2CCO2)C1
H26P160 ZINCqm00001RRBTr Cc1cccc(C(=O)N[C@@H]2[C@H]3C[C@H](NC(=O)[C@@H]4CO[C@H](C)C4)C[C@H]32)c1N
H29P030 ZINCt900002pF67a C[C@@H]1CN(C(=O)[C@@H](CCOCCO)NC(=O)c2ccc(C3CC3)o2)CC(=O)N1C
H27P460 ZINCrQ000008CsgI Cc1cc(C(=O)N2CC[C@H](NC(=O)[C@H]3CC[C@H](C(C)C)CC3)C2(C)C)cs1
H29P050 ZINCtb00002pF67H C[C@H]1CN(C(=O)[C@H](C)n2cc(CNC(=O)CC#N)nn2)CCN1c1ccccn1
H28P300 ZINCsA00000cXSFN Cc1ncc(CC(=O)N(C)[C@@H]2CCCN(C(=O)CC(C)(C)CC(F)(F)F)C2)[nH]1
H29P310 ZINCtB00000oxE6v Cc1oc([N+](=O)[O-])cc1C(=O)N[C@@]12CC[C@@H](CN(C(=O)[C@H]3CC34CCCC4)C1)C2
H27P250 ZINCrv00000PSmvT COCc1ccc(C(=O)N[C@@H](CC(=O)NC[C@@H](OC)C(C)(C)C)C2CC2)o1
H29P190 ZINCtp00000KOkUy CCc1nc(C)c(C(=O)N[C@@](C)(CO)CNC(=O)c2ccc(-c3cc[nH]n3)s2)o1
H29P310 ZINCtB00000oxE6C Cc1oc([N+](=O)[O-])cc1C(=O)N[C@H](C)CCN(C)C(=O)c1cncc(C(F)F)c1
H24P160 ZINCom00000FxMcf CCC[C@H]1C[C@H](C(=O)N[C@H]2C[C@H]2Nc2nccc(C#N)n2)CCO1
H29P430 ZINCtN00000NhJz6 COc1cc(C)nc(N[C@H]2C[C@H](C(F)(F)F)CN(C(=O)c3scc(C)c3Cl)C2)n1
H27P130 ZINCrj00000Riky6 COC(=O)NCC(=O)N1CC[C@H]2CCCN(C(=O)C3C4(CC4)C34CC4)[C@H]2C1
H29P250 ZINCtv00000mG1h4 COC1(CNC(=O)[C@@H]2CC[C@H]2C)CN(C(=O)CCc2c(Cl)cccc2[N+](=O)[O-])C1
H23P060 ZINCnc000000L4qG COc1ncc(C(=O)NCCCC(=O)Nc2cn[nH]c2)c(C)n1
H27P310 ZINCrB00000aXS9n CC[C@@H](CNC(=O)CCc1ccco1)NC(=O)[C@@](C)(CF)c1ccccc1
H29P110 ZINCth00001rXQpU Cc1nc(NC(=O)/C=C/c2cccc([N+](=O)[O-])c2)sc1C(=O)N[C@@H]1CONC1=O
H28P390 ZINCsJ00000g39Yi CC(C)C[C@H](CNC(=O)CCC1(C)CC1)NC(=O)c1cnc2c(Br)cccn12
H29P100 ZINCtg00001rXQqp Cc1nc(=NC(=O)[C@@H]2CCN(C(=O)[C@H]3Cc4ccccc4CN3C)C[C@@H]2O)s[nH]1
H29P210 ZINCtr00000EfGkU Cc1csc(C(=O)N[C@@H]2CO[C@@]3(CCN(C(=O)c4ccc([N+](=O)[O-])nc4)C3)C2)c1
H27P320 ZINCrC00000rSZTg CC(C)(C)n1nnnc1NC(=O)c1cccc(Nc2ccc(C#N)cc2)c1
H26P110 ZINCqh00000KC2Gs CCc1ocnc1C(=O)NC[C@@H]1CN(C(=O)c2cc(C)n(C)n2)[C@H]2C[C@@H]21
H23P330 ZINCnD00000d9rKr COC(=O)[C@@H]1CCN(C(=O)c2cc(C)c(C)cc2Cl)[C@H]1C1CC1
H26P190 ZINCqp00001mWb3E CC(C)OCCC(=O)NCCC1(CNC(=O)C[C@@H]2CCCN(C)C2)CC1
H29P150 ZINCtl00000PCK5O O=C([C@H]1CN2CCC1CC2)N1C[C@@H]2CCC[C@]2(CNC(=O)C23COCC(C2)C3)C1
H27P460 ZINCrQ000008CsLQ Cc1cc(C(=O)N2C[C@@H](C)C(N=c3[nH]nc(C(F)F)s3)[C@H](C)C2)ccc1Cl
H26P370 ZINCqH00000j20ih N#Cc1ccnc(N[C@@H]2COCCN(Cc3c(Cl)cc(Br)cc3Cl)C2)n1
H22M100 ZINCm400000qmBNN O=C(NCCCO)[C@@H]1CN(C(=O)c2cncc(O)c2)CCN1
H25P240 ZINCpu00000fkgix CCC[C@@H](C)C(=O)N1CCOC[C@H]1CC(=O)N=c1cc(C)nc(Cl)[nH]1
H29P460 ZINCtQ000003WJoQ C[C@@H](CC1CCN(C(=O)C2(C)CCCC2)CC1)NC(=O)CSc1cccc(F)c1
H25P400 ZINCpK00000kqyGK C[C@H](NC(=O)[C@@H]1CCO[C@H]1c1ccc(F)c(F)c1)c1ncccc1Br
H28P260 ZINCsw00000pGjcm CCC(CC)C[C@H](F)C(=O)N1CC(C[C@@H](F)C(=O)N2CCCc3nccn32)C1
H29P130 ZINCtj00000qI85x CCn1c(C(=O)NC[C@]2(O)CCN(C(=O)[C@@H](CC(F)F)C3CCC3)C2)cnc1O
H23P060 ZINCnc000000L4im COc1nc(N(C)C)ccc1NC(=O)NC[C@@H]1CN(C)CCO1
H28P350 ZINCsF000009f5X8 C=CCC(F)(F)C(=O)NC[C@@H]1N(C(=O)CC[C@@H]2CC(C)(C)CO2)CCC1(C)C
H28P200 ZINCsq000008xbJG CCCC[C@@H](O)C(=O)N[C@@H]1CN(C(=O)c2n[nH]c3c(C)cccc23)C[C@H]1SC
H28P210 ZINCsr00000qiz35 Cc1ccccc1CC(=O)NCC(C)(C)CNC(=O)[C@H]1CC[C@H]1c1nc[nH]n1
H29P330 ZINCtD00000tGuiD Cc1ncn(Cc2cn([C@@H](C)CNC(=O)c3csc4c3CC[C@H](C)C4)nn2)c1C
H28P390 ZINCsJ00000g39G9 CC(C)C[C@H](CNC(=O)C12CCC(CC1)[C@@H](C)O2)NC(=O)Cc1ccsc1Cl
H25P240 ZINCpu00000fkgiK CCC[C@H](C)C(=O)N1CCOC[C@@H]1C(=O)Nc1ccc(Cl)c(CO)c1
H28P320 ZINCsC000006Xn0B CC(C)[C@](C)(CNC(=O)c1cc(N)cnc1Cl)NC(=O)[C@H](F)c1ccccc1
H26P440 ZINCqO00000iKFmd COC(=O)c1cc(F)cc(COC(=O)c2csc3c(F)cc(F)cc23)c1
H26P180 ZINCqo00001RRBTF Cc1cc(C)c(C(=O)N[C@H]2[C@@H](C(=O)N[C@H]3CC[C@@H](C(N)=O)C3)C2(C)C)s1
H29P220 ZINCts00000s9vfc CCCC[C@@H](O)CC(=O)N1C[C@H]2C[C@H]1CN(C(=O)c1ccc3cnc(C)n3c1)C2
H27P260 ZINCrw00000PSmvy COCc1ccc(C(=O)N[C@H]2CC[C@H](C(=O)N3CC[C@@H]3CN=[N+]=[N-])CC2)o1
H29P340 ZINCtE00000r82rY CC1=C(C(=O)NC[C@H]2CC[C@H](NC(=O)[C@@H]3CCCO3)CC2)C=C(C(C)C)C(O)=C1
H29P200 ZINCtq000007wrAG CC(C)OCC1(C(=O)N[C@@H]2CN(C(=O)C[C@]3(O)COC(C)(C)C3)C(C)(C)C2)CC1
H28P370 ZINCsH000003GZsC Cc1sc(O)nc1C(=O)NCCCN(C(=O)c1cccc(C2CC2)c1)C(C)C
H26P090 ZINCqf00000KC5e3 CC[C@H](CC(=O)N1C[C@H](NC(=O)c2cc[n+]([O-])cc2)[C@H](OC)C1)C(F)F
H28P000 ZINCs600002Bfoz4 CN1C[C@@](NC[C@H](CO)Cc2ccoc2)(c2nnnn2CCC#N)CCC1=O
H28P170 ZINCsn000003v6j2 CSc1nccnc1C(=O)N[C@H](C)C1(O)CCN(C(=O)c2cc(C)sn2)CC1
H26P360 ZINCqG000009zKpB CC(C)c1ccc(CC(=O)N[C@H]2C[C@H]2CNC(=O)c2ccc(Br)o2)cc1
H26P060 ZINCqc00000KC4Iv CCCN(CCNC(=O)CN(C)S(=O)(=O)N(C)C)C(=O)CSC(C)(C)C
H27P080 ZINCre00001JsEMk CC(C)c1ccc(C(=O)N[C@H](C(=O)NCCn2ccc(=O)cc2)[C@H](C)O)o1
H28P280 ZINCsy00000mk6Hf C#Cc1cccc(C(=O)NC2(CN(C)C(=O)c3cnn(CC)c3Cl)CC2)c1C
H27P380 ZINCrI00000tkqul COc1c(C)csc1C(=O)N1C[C@@H](C)[C@@H](NC(=O)[C@H]2CCCCC2(C)C)C1
H28P160 ZINCsm00000M6zcr CCn1ccc(C(=O)NCC2(CO)CCN(C(=O)C3(CC(F)F)CC3)CC2)n1
H27P060 ZINCrc00001JsEMj CC(C)c1ccc(C(=O)N[C@H](CO)[C@H](C)NS(=O)(=O)[C@@H]2CC2(C)C)c(O)n1
H27P350 ZINCrF00000jsad2 CCC(=O)N(C)[C@H](CNC(=O)[C@@H]1C[C@H]1c1ccccc1C(F)(F)F)C1CC1
H28P270 ZINCsx00000vkq9S CCCOCCN(Cc1ccc(C(=O)OC)[nH]1)C(=O)c1cncc2c1CCC2
H29P090 ZINCtf0000065wtK O=C(NCCCN1CCN(c2ccn3ccnc3n2)CC1)C1CC2(CC(O)C2)C1
H27P370 ZINCrH00000tkqu3 COc1c(C)csc1C(=O)N1C[C@@H]2CC[C@H](C1)N2C(=O)CC(C)(C)C1CC1
H29P200 ZINCtq000007wqsq CC(C)OCC1(C(=O)NC[C@@](C)(O)[C@@H]2CCCN(C(=O)c3ccccn3)C2)CC1
H28P390 ZINCsJ00000g39eP CC(C)C[C@H](C)OCCC(=O)N[C@@H](C)CN(C)C(=O)c1cc(Cl)c(Cl)cc1N
H25P500 ZINCpU000010eT3F C=CC(C)(C)CCN(Cc1cccc(Cl)n1)C(=O)[C@@]1(C)CC[C@@H](C)C1
H29P410 ZINCtL00000NhJzj COc1cc(C#N)c(NC(=O)[C@H]2C[C@@H]2C(=O)Nc2ccc(I)cc2Br)cc1OC
H29P370 ZINCtH00000o0UhD C[C@@]1(c2ccccc2)CCCN(CC(=O)NC[C@@H]2CCOc3ccccc3C2)C1
H27P340 ZINCrE00000jsacD CC(C(=O)NC[C@H](C)N(C)C(=O)c1ccc2c(c1)C(C)(C)CO2)=C1CCC1
H29P380 ZINCtI000019Msd7 Cc1c(Br)coc1C(=O)N1CCC(OCc2cn(-c3ccc(Cl)cn3)nn2)CC1
H28P320 ZINCsC000006Xou2 CC(C)[C@](C)(CNC(=O)c1ccc2cc[nH]c2n1)NC(=O)[C@@H]1CCC(F)(F)C1
H26P360 ZINCqG000009zLyf CC(C)c1ccc(F)c(C(=O)NC[C@@H](NC(=O)C=C2CCC2)C2CC2)c1
H28P430 ZINCsN00000nIOM9 C[C@H](C(=O)N1CCC[C@H]2[C@@H]1CCN2C(=O)CC1CC=CC1)c1cccc(Cl)c1
H27P070 ZINCrd00000lDt59 COCC(=O)N(C)CC(=O)N[C@H](C)[C@H](C)NC(=O)c1coc(C(C)(C)C)n1
H29P310 ZINCtB00000oxE6i Cc1ocnc1C(=O)N[C@@]1(CNC(=O)COc2cccc(Cl)c2)C[C@H]2CC[C@H]1C2
H28P100 ZINCsg00000FCjdn CCc1ncncc1C(=O)N1CC[C@@H]1CNC(=O)[C@@H]1CCCN1C(=O)C(C)C
H29P300 ZINCtA000001eW5t CCOC(=O)c1cnccc1N(C)[C@H]1CCN(C(=O)c2cc3ccccc3[nH]2)C1
H28P210 ZINCsr00000qiz3e Cc1ccccc1CC(=O)NC[C@@H]1CCC[C@@H]1C(=O)N[C@@H]1CN(C)CC1(F)F
H24P230 ZINCot000004C3EM COC[C@H](CC(C)C)C(=O)N1CCOc2ccccc2[C@@H]1C(=O)O
H29P040 ZINCta00000hiC0B CCc1cnc(CC(=O)NC[C@H]2CC3(CC3)CN2C(=O)c2nc(=O)cc(N)[nH]2)[nH]1
H25P310 ZINCpB00000aZYEi CCC=C(F)C(=O)N1CC[C@H](N(C)C(=O)CCCOC(C)C)[C@@H](C)C1
H24P380 ZINCoI00000aI4oa Cc1cc(C#N)ccc1COC(=O)Cc1ccc(Br)cc1[N+](=O)[O-]
